statefips,year,month,day_endofweek,bg_posts,bg_posts_ss30,bg_posts_ss55,bg_posts_ss60,bg_posts_ss65,bg_posts_ss70,bg_posts_jz1,bg_posts_jzgrp12,bg_posts_jz2,bg_posts_jz3,bg_posts_jzgrp345,bg_posts_jz4,bg_posts_jz5
8,2021,3,26,.118,.,.,.,.,.,.302,.292,.291,.0856,.0297,.00209,-.0355
8,2021,4,2,.166,.,.,.,.,.,.403,.346,.34,.151,.0907,.0497,.0626
8,2021,4,9,.0346,.,.,.,.,.,.292,.172,.16,.0319,-.0267,-.0741,-.0243
8,2021,4,16,.214,.,.,.,.,.,.596,.472,.46,.166,.0908,.0387,.0609
8,2021,4,23,.348,.,.,.,.,.,.423,.545,.557,.418,.27,.171,.2
8,2021,4,30,.185,.,.,.,.,.,.275,.327,.332,.183,.119,.0725,.0987
8,2021,5,7,.215,.,.,.,.,.,.3,.257,.253,.249,.189,.131,.229
8,2021,5,14,.422,.,.,.,.,.,.884,.757,.744,.373,.243,.151,.201
8,2021,5,21,.433,.,.,.,.,.,.615,.619,.619,.467,.334,.197,.452
8,2021,5,28,.31,.,.,.,.,.,.373,.497,.508,.3,.237,.185,.246
8,2021,6,4,.481,.,.,.,.,.,1.49,.832,.769,.361,.32,.277,.362
8,2021,6,11,.572,.,.,.,.,.,.961,.855,.844,.275,.434,.558,.448
8,2021,6,18,.0768,.,.,.,.,.,.395,.342,.337,-.017,-.0473,-.0643,-.075
8,2021,6,25,-.0509,.,.,.,.,.,.126,.0747,.0698,-.0519,-.107,-.147,-.125
8,2021,7,2,.0723,.,.,.,.,.,.347,.224,.212,.0424,-.000142,-.0287,-.0209
8,2021,7,9,-.104,.,.,.,.,.,.17,.00838,-.00714,-.166,-.155,-.134,-.201
8,2021,7,16,.184,.,.,.,.,.,.736,.366,.331,.142,.0945,.0859,-.0186
8,2021,7,23,-.013,.,.,.,.,.,.336,.116,.0948,.00584,-.0748,-.14,-.0733
8,2021,7,30,-.00447,.,.,.,.,.,.261,.138,.126,.0812,-.0597,-.153,-.135
8,2021,8,6,.129,.,.,.,.,.,.423,.327,.318,.144,.0407,-.0194,-.0457
8,2021,8,13,-.0456,.,.,.,.,.,.384,.111,.0849,-.0682,-.115,-.157,-.102
8,2021,8,20,.0326,.,.,.,.,.,.414,.157,.133,-.0271,-.0282,-.0278,-.0333
8,2021,8,27,.0658,.,.,.,.,.,.286,.241,.237,.0249,-.029,-.0414,-.147
8,2021,9,3,-.0326,.,.,.,.,.,.107,.11,.11,-.0783,-.108,-.106,-.207
8,2021,9,10,-.0617,.,.,.,.,.,-.0189,.0554,.0626,-.0811,-.124,-.172,-.0705
8,2021,9,17,.114,.,.,.,.,.,.425,.241,.224,.152,.0424,-.0347,.00451
8,2021,9,24,-.0418,.00386,.0572,-.268,-.209,.0862,.244,.159,.151,-.104,-.147,-.153,-.25
8,2021,10,1,-.0916,.0224,.0118,-.307,-.0187,-.221,-.255,-.077,-.0599,-.0623,-.109,-.172,-.0107
8,2021,10,8,.0845,.139,.187,-.0712,.143,.217,.146,.219,.226,.047,.0141,-.0161,.0293
8,2021,10,15,.103,.314,.398,-.111,.0153,.0652,.209,.202,.201,.135,.049,-.000403,-.0237
8,2021,10,22,.0935,.251,.289,-.141,.113,.175,.121,.19,.197,.137,.0351,-.0522,.0598
8,2021,10,29,-.109,-.15,-.0578,-.227,-.123,-.108,.0157,-.00969,-.0121,-.14,-.162,-.163,-.226
8,2021,11,5,-.0303,.176,.162,-.21,-.115,-.0652,.0692,.0284,.0245,-.0364,-.0632,-.0698,-.12
8,2021,11,12,-.0233,-.0108,.14,-.138,-.0102,-.0852,.0126,.016,.0163,-.0236,-.0545,-.0625,-.118
8,2021,11,19,.288,.35,.593,.0361,.397,.37,.445,.367,.36,.301,.249,.192,.308
8,2021,11,26,.145,.328,.324,.0487,.2,-.038,-.0676,.128,.147,.138,.14,.123,.208
8,2021,12,3,.248,.237,.371,.0242,.327,.248,.0959,.314,.335,.308,.218,.113,.349
8,2021,12,10,.372,.28,.565,.071,.423,.342,.28,.512,.534,.416,.32,.256,.271
8,2021,12,17,.341,.256,.476,.0101,.541,.183,.311,.387,.394,.543,.335,.205,.202
8,2021,12,24,.381,.391,.713,.0662,.724,.256,.176,.326,.34,.764,.426,.192,.292
8,2021,12,31,-.168,-.269,-.0202,-.336,-.0855,-.253,-.208,-.138,-.131,-.0675,-.173,-.258,-.172
8,2022,1,7,-.0162,-.164,.139,-.143,-.0468,-.00487,.0535,.0917,.0954,-.000597,-.0632,-.0947,-.134
8,2022,1,14,.127,.394,.348,.0963,.0401,-.0901,.00629,.0568,.0617,.146,.146,.17,.0575
8,2022,1,21,.208,.337,.444,.0391,.21,.0536,-.055,.22,.246,.244,.208,.167,.255
8,2022,1,28,.428,.575,.822,.235,.387,.147,.0739,.39,.421,.485,.443,.414,.426
8,2022,2,4,.433,.324,.689,.192,.61,.714,.781,.559,.538,.442,.37,.249,.615
8,2022,2,11,.199,.263,.534,.0131,.217,.0794,.255,.227,.224,.163,.174,.188,.154
8,2022,2,18,.214,.482,.378,.0305,.208,.392,.371,.343,.341,.137,.145,.14,.182
8,2022,2,25,.474,.865,.938,.319,.491,.431,.373,.48,.49,.538,.471,.436,.399
8,2022,3,4,.336,.487,.455,.0959,.315,.411,.638,.427,.407,.333,.292,.251,.323
8,2022,3,11,.418,.568,.596,.198,.52,.376,.538,.471,.465,.418,.389,.34,.485
8,2022,3,18,.29,.319,.472,.0331,.398,.355,.458,.338,.326,.329,.267,.196,.35
9,2021,3,26,.367,.,.,.,.,.,.623,.656,.659,.349,.217,.104,.297
9,2021,4,2,.0327,.,.,.,.,.,.261,.173,.165,.0911,-.0563,-.163,-.0304
9,2021,4,9,.385,.,.,.,.,.,.295,.431,.444,.517,.397,.232,.66
9,2021,4,16,.252,.,.,.,.,.,.401,.475,.482,.233,.118,.0665,.0414
9,2021,4,23,.599,.,.,.,.,.,.768,1.23,1.27,.583,.278,.0404,.38
9,2021,4,30,.93,.,.,.,.,.,.57,1.22,1.28,1.2,.797,.407,1
9,2021,5,7,.827,.,.,.,.,.,1.35,1.02,.994,1.03,.724,.532,.68
9,2021,5,14,1.14,.,.,.,.,.,1.73,1.43,1.45,1.2,1.11,.833,1.01
9,2021,5,21,.4,.,.,.,.,.,.565,.664,.673,.549,.277,-.00449,.587
9,2021,5,28,.381,.,.,.,.,.,.285,.726,.767,.498,.218,.0956,.018
9,2021,6,4,.382,.,.,.,.,.,1.07,.627,.585,.46,.245,.0858,.293
9,2021,6,11,.2,.,.,.,.,.,.00966,.227,.247,.19,.2,.191,.251
9,2021,6,18,.5,.,.,.,.,.,1.93,.845,.742,.552,.291,.134,.239
9,2021,6,25,.289,.,.,.,.,.,.377,.508,.52,.361,.183,.0669,.173
9,2021,7,2,.552,.,.,.,.,.,.884,.545,.514,.814,.542,.283,.776
9,2021,7,9,.32,.,.,.,.,.,.391,.298,.289,.513,.323,.154,.452
9,2021,7,16,.404,.,.,.,.,.,1.45,.578,.497,.579,.334,.202,.238
9,2021,7,23,.588,.,.,.,.,.,1.29,1.06,1.04,.556,.347,.263,.178
9,2021,7,30,.144,.,.,.,.,.,.372,.167,.148,.222,.138,.123,.0138
9,2021,8,6,.358,.,.,.,.,.,1.05,.68,.646,.445,.189,.0822,-.00552
9,2021,8,13,.42,.,.,.,.,.,.203,.732,.781,.604,.279,.169,-.0511
9,2021,8,20,.337,.,.,.,.,.,.676,.586,.578,.234,.143,.084,.138
9,2021,8,27,.185,.,.,.,.,.,.193,.32,.331,.225,.104,.0683,-.0345
9,2021,9,3,.239,.,.,.,.,.,.295,.361,.367,.371,.15,.0624,-.0304
9,2021,9,10,.618,.,.,.,.,.,1.93,1.43,1.42,.402,.165,-.0292,.279
9,2021,9,17,.393,.,.,.,.,.,.971,.78,.762,.548,.182,-.0521,.151
9,2021,9,24,.226,-.0495,.147,-.146,.38,-.0856,.174,.466,.493,.304,.0965,-.00314,-.0221
9,2021,10,1,.544,.0392,.291,-.123,1.32,-.0237,.058,.615,.667,1.2,.507,-.00314,.45
9,2021,10,8,.875,.292,.414,.118,1.32,.415,.633,.991,1.02,1.2,.793,.395,.923
9,2021,10,15,.625,.447,.567,.254,.635,.0528,.184,1.02,1.1,.719,.381,.201,.239
9,2021,10,22,.509,.524,.465,-.0562,.951,.0801,.329,.708,.743,.806,.422,.223,.25
9,2021,10,29,.491,.155,.431,.0944,.491,.474,.295,.798,.845,.543,.358,.282,.214
9,2021,11,5,.338,.159,.167,-.0606,.664,-.0619,.251,.532,.558,.643,.259,.0427,.14
9,2021,11,12,.206,.0478,.218,-.0911,.458,-.12,.213,.226,.228,.304,.175,.0889,.175
9,2021,11,19,.92,.531,.9,.437,1.32,.581,.85,.906,.912,1.2,.944,.547,1.01
9,2021,11,26,.557,.572,.525,.0758,1.08,.0656,.0435,.44,.477,.929,.609,.326,.822
9,2021,12,3,.611,.544,.372,.0977,1.04,.685,.444,.754,.783,.827,.54,.211,.963
9,2021,12,10,.779,.317,.656,.318,1.32,.403,.618,.824,.843,1.2,.783,.418,.706
9,2021,12,17,.548,.188,.394,.11,.939,.158,.415,.511,.52,.846,.599,.436,.594
9,2021,12,24,1.01,.498,.883,.446,1.32,.401,.338,1.11,1.18,1.2,.992,.591,1.01
9,2021,12,31,.332,-.0922,.193,-.0911,.54,-.0528,0,.596,.651,.519,.243,.0238,.349
9,2022,1,7,.302,.0802,.0714,-.105,.692,.175,.444,.357,.349,.79,.304,.00269,.233
9,2022,1,14,.446,.916,.324,.193,.529,-.113,.0918,.375,.401,.661,.487,.389,.434
9,2022,1,21,.817,.454,.796,.292,1.12,.12,.14,.832,.896,1.2,.855,.555,.965
9,2022,1,28,.618,.619,.867,.289,.885,.0346,.169,.519,.552,.929,.675,.511,.66
9,2022,2,4,1,.524,.688,.381,1.32,1.36,1.33,1.14,1.12,1.2,.967,.392,1.01
9,2022,2,11,.665,.628,.846,.278,1.03,.146,.662,.503,.488,1.03,.75,.6,.635
9,2022,2,18,.287,.258,.382,.00273,.449,-.0146,.372,.21,.195,.398,.297,.215,.34
9,2022,2,25,.554,.688,.767,.17,.755,.335,.415,.422,.422,.779,.606,.512,.541
9,2022,3,4,.874,.425,.845,.235,1.32,.426,1.02,.741,.715,1.2,.976,.475,.943
9,2022,3,11,1.14,.913,1.07,.705,1.32,1.04,1.4,1.14,1.11,1.2,1.11,.968,1.01
9,2022,3,18,.363,.358,.182,.0802,.74,.0656,.348,.264,.256,.682,.422,.23,.478
10,2021,3,26,.00111,.,.,.,.,.,.686,.287,.263,-.132,-.104,.0587,-.391
10,2021,4,2,.0193,.,.,.,.,.,.333,.317,.316,-.095,-.105,.0336,-.409
10,2021,4,9,.0876,.,.,.,.,.,.333,.427,.432,.105,-.0602,-.127,-.207
10,2021,4,16,-.028,.,.,.,.,.,.233,.356,.364,-.192,-.191,-.0963,-.384
10,2021,4,23,.31,.,.,.,.,.,1.26,.818,.79,.163,.115,.14,-.0199
10,2021,4,30,.723,.,.,.,.,.,1.93,1.43,1.45,.363,.378,.568,.00766
10,2021,5,7,1.11,.,.,.,.,.,1.11,1.19,1.19,.96,1.07,1.25,.902
10,2021,5,14,.383,.,.,.,.,.,.937,.626,.607,.446,.248,.14,.13
10,2021,5,21,.994,.,.,.,.,.,1.87,1.43,1.45,.485,.543,.717,.28
10,2021,5,28,.775,.,.,.,.,.,1.67,1.42,1.4,.633,.501,.555,.161
10,2021,6,4,.44,.,.,.,.,.,1.19,.626,.591,.248,.334,.528,.0781
10,2021,6,11,.214,.,.,.,.,.,.635,.302,.281,-.0331,.133,.313,.0505
10,2021,6,18,-.202,.,.,.,.,.,-.0943,-.102,-.103,-.288,-.245,-.232,-.198
10,2021,6,25,-.00818,.,.,.,.,.,.434,.197,.182,-.355,-.152,.0365,-.191
10,2021,7,2,-.0288,.,.,.,.,.,.358,.0458,.0264,-.183,-.087,.0439,-.191
10,2021,7,9,.00354,.,.,.,.,.,-.044,.0663,.0731,-.146,-.0385,-.0432,.158
10,2021,7,16,.0379,.,.,.,.,.,1.93,.309,.188,-.233,-.113,.0173,-.176
10,2021,7,23,-.213,.,.,.,.,.,1.11,-.153,-.232,-.298,-.259,-.104,-.513
10,2021,7,30,-.165,.,.,.,.,.,.384,-.0494,-.0762,-.206,-.218,-.141,-.397
10,2021,8,6,-.0264,.,.,.,.,.,.786,.255,.222,-.155,-.147,-.0373,-.363
10,2021,8,13,-.137,.,.,.,.,.,.208,-.0582,-.0747,-.319,-.218,-.0373,-.418
10,2021,8,20,-.106,.,.,.,.,.,.937,-.0333,-.0933,-.18,-.188,-.0963,-.391
10,2021,8,27,-.0296,.,.,.,.,.,-.119,-.0494,-.0451,-.0225,-.0341,.0292,-.185
10,2021,9,3,-.188,.,.,.,.,.,-.044,-.222,-.233,-.274,-.184,.0631,-.541
10,2021,9,10,-.113,.,.,.,.,.,.157,.0311,.0233,-.231,-.165,-.0137,-.366
10,2021,9,17,.0973,.,.,.,.,.,.484,.173,.154,.308,-.00796,-.0831,-.4
10,2021,9,24,-.133,-.335,.158,.0225,-.535,-.171,.635,.135,.104,-.348,-.291,-.179,-.427
10,2021,10,1,-.208,-.261,.21,.121,-.611,-.171,.157,-.146,-.165,-.373,-.278,-.148,-.384
10,2021,10,8,-.0745,-.253,.626,.0353,-.379,-.39,-.572,-.0992,-.07,-.316,-.0946,.13,-.176
10,2021,10,15,-.0729,-.00924,.825,-.196,-.414,-.267,-.17,-.159,-.159,-.155,-.0991,.0454,-.302
10,2021,10,22,.0977,-.0684,.318,.0781,-.083,-.0381,-.27,.166,.193,.101,.022,.0705,-.216
10,2021,10,29,-.0627,-.445,.0799,-.0759,.0559,.324,.182,-.0611,-.0762,.0906,-.0755,-.0919,-.329
10,2021,11,5,-.205,-.438,-.0377,-.358,-.303,-.0286,-.145,-.026,-.0187,-.122,-.29,-.319,-.522
10,2021,11,12,.0779,-.238,.632,.108,.0226,.0952,.0818,.0106,.00622,.287,.12,.103,-.133
10,2021,11,19,.279,.457,.674,.0866,-.0247,.314,.308,.575,.591,.0605,.12,.197,.0628
10,2021,11,26,.322,.567,.581,.168,-.0177,1.29,.434,.514,.519,.28,.215,.254,.023
10,2021,12,3,.0989,.25,.192,-.17,-.101,1.02,.736,.432,.414,-.146,-.0628,.0469,-.145
10,2021,12,10,.1,-.061,.526,-.136,-.191,.0762,.233,.252,.253,-.0102,.0264,.13,-.124
10,2021,12,17,.334,.723,.683,.198,-.114,.295,.384,.321,.317,.0871,.314,.573,.17
10,2021,12,24,.107,.412,.626,-.0417,-.314,.181,.258,.0399,.0264,-.104,.0978,.324,-.023
10,2021,12,31,-.109,.0647,.0136,-.174,-.322,0,.208,-.115,-.135,-.152,-.148,-.0875,-.268
10,2022,1,7,-.3,.0499,-.3,-.251,-.501,-.0857,-.17,-.252,-.257,-.199,-.319,-.325,-.513
10,2022,1,14,-.359,-.201,-.134,-.217,-.512,-.21,-.0692,-.382,-.401,-.3,-.366,-.384,-.443
10,2022,1,21,-.0801,.146,.183,-.179,-.243,-.257,-.371,-.0363,-.0156,-.0384,-.123,-.141,-.231
10,2022,1,28,.00475,.0425,.548,.159,-.253,.0952,.208,.0707,.0622,-.00663,-.0207,.0262,-.142
10,2022,2,4,.193,.102,.309,-.0246,-.0344,1.59,1.93,.765,.667,.0252,-.0335,-.111,.026
10,2022,2,11,.0864,.471,.276,.0267,.0434,.105,.333,.339,.339,-.0667,-.0188,-.00628,.0383
10,2022,2,18,-.325,-.416,-.0317,-.508,-.264,-.114,-.0943,-.37,-.387,-.445,-.351,-.353,-.185
10,2022,2,25,.583,1.34,1.66,.698,-.183,.419,.61,.156,.128,.223,.695,1.33,.201
10,2022,3,4,.15,.782,1,.228,-.2,.181,.182,-.0011,-.0124,-.0084,.17,.454,-.109
10,2022,3,11,.577,1.26,1.24,.579,-.00521,.581,.484,.207,.19,.266,.673,1.1,.489
10,2022,3,18,.429,1.05,.879,.553,-.179,.971,.912,.312,.275,.0959,.428,.843,.145
11,2021,3,26,.0305,.,.,.,.,.,-.329,.00606,.0391,.00662,.039,.00804,.205
11,2021,4,2,-.235,.,.,.,.,.,-.376,-.192,-.174,-.214,-.228,-.289,-.0111
11,2021,4,9,-.213,.,.,.,.,.,-.376,-.259,-.247,-.246,-.19,-.204,-.0569
11,2021,4,16,-.0507,.,.,.,.,.,-.129,.0272,.0426,-.0375,-.046,-.0716,.0416
11,2021,4,23,-.0721,.,.,.,.,.,-.0235,-.0277,-.0281,.00172,-.0596,-.111,.0513
11,2021,4,30,-.0385,.,.,.,.,.,-.329,-.113,-.0918,.0713,.00556,-.0513,.133
11,2021,5,7,-.0959,.,.,.,.,.,-.494,-.243,-.218,-.124,-.053,-.0634,.0874
11,2021,5,14,.429,.,.,.,.,.,.165,.414,.439,.338,.419,.335,.861
11,2021,5,21,.459,.,.,.,.,.,-.235,.587,.668,.594,.441,.322,.688
11,2021,5,28,.234,.,.,.,.,.,.424,.16,.134,.203,.282,.244,.541
11,2021,6,4,.0212,.,.,.,.,.,.0588,.114,.119,.037,.0318,-.0599,.38
11,2021,6,11,.0634,.,.,.,.,.,.0941,.248,.263,.0125,.0556,.00911,.297
11,2021,6,18,-.226,.,.,.,.,.,-.259,-.175,-.167,-.256,-.231,-.274,-.0305
11,2021,6,25,-.182,.,.,.,.,.,-.0824,-.0667,-.0652,-.188,-.195,-.206,-.161
11,2021,7,2,-.127,.,.,.,.,.,-.165,-.103,-.0964,-.169,-.127,-.165,.0804
11,2021,7,9,-.231,.,.,.,.,.,-.412,-.251,-.235,-.217,-.206,-.21,-.178
11,2021,7,16,-.141,.,.,.,.,.,.0588,.0461,.0449,-.112,-.161,-.204,-.061
11,2021,7,23,-.209,.,.,.,.,.,-.153,-.104,-.0988,-.177,-.201,-.221,-.161
11,2021,7,30,-.178,.,.,.,.,.,-.118,-.141,-.143,-.0992,-.156,-.208,-.0361
11,2021,8,6,-.0875,.,.,.,.,.,.318,.162,.147,-.0943,-.12,-.18,.0721
11,2021,8,13,-.255,.,.,.,.,.,-.365,-.279,-.27,-.234,-.233,-.252,-.16
11,2021,8,20,-.114,.,.,.,.,.,.2,-.00237,-.0223,-.117,-.118,-.17,.0832
11,2021,8,27,-.213,.,.,.,.,.,-.118,-.123,-.123,-.147,-.215,-.241,-.208
11,2021,9,3,-.177,.,.,.,.,.,-.2,-.0794,-.0675,-.164,-.172,-.202,-.068
11,2021,9,10,-.299,.,.,.,.,.,-.153,-.167,-.168,-.306,-.307,-.331,-.218
11,2021,9,17,-.0099,.,.,.,.,.,.0824,.185,.195,.0262,-.0347,-.0884,.0874
11,2021,9,24,-.108,-.149,.14,-.294,-.154,-.188,.2,-.00975,-.0304,-.121,-.107,-.12,-.0388
11,2021,10,1,-.176,-.254,.0406,-.336,-.186,-.106,-.271,-.191,-.183,-.245,-.164,-.161,-.0624
11,2021,10,8,-.127,-.248,.174,-.248,-.153,-.146,-.153,-.142,-.14,-.217,-.141,-.172,.0874
11,2021,10,15,-.13,-.162,.284,-.303,-.0548,-.104,-.118,-.0994,-.0976,-.0894,-.124,-.167,-.00555
11,2021,10,22,-.139,.307,.12,-.352,.166,-.167,-.165,-.123,-.118,-.122,-.137,-.162,-.061
11,2021,10,29,-.264,-.26,-.172,-.346,-.0448,-.263,-.376,-.278,-.268,-.201,-.241,-.275,-.165
11,2021,11,5,-.234,-.205,-.00451,-.407,-.257,-.00997,.306,.0113,-.0177,-.243,-.265,-.292,-.19
11,2021,11,12,-.264,-.495,-.0158,-.447,.0718,-.334,-.529,-.296,-.273,-.197,-.245,-.295,-.118
11,2021,11,19,.0427,.0539,.395,-.122,.452,-.0522,.0588,.00923,.00434,.087,.0862,.0459,.241
11,2021,11,26,.255,.134,.467,.199,.581,.00411,-.224,.0736,.103,.244,.309,.275,.533
11,2021,12,3,.102,.0724,.242,-.141,.38,.143,-.0588,.0662,.0785,.0556,.128,.125,.243
11,2021,12,10,.0431,-.00154,.375,-.159,.275,-.0123,-.282,.0799,.116,.14,.0864,.0491,.155
11,2021,12,17,-.043,-.0817,.115,-.212,.162,-.0358,-.165,.0356,.0553,.0811,-.0299,-.0963,.0707
11,2021,12,24,-.179,-.285,.0316,-.415,.119,-.275,-.129,-.177,-.182,-.117,-.16,-.209,-.0319
11,2021,12,31,-.326,-.359,-.122,-.467,-.205,-.352,-.176,-.251,-.259,-.274,-.309,-.344,-.227
11,2022,1,7,-.337,-.254,-.253,-.487,-.227,-.245,-.294,-.208,-.2,-.361,-.353,-.363,-.305
11,2022,1,14,-.0541,.664,-.0113,-.283,.398,-.322,-.424,-.167,-.142,.201,-.00237,-.0774,.00139
11,2022,1,21,.193,.479,.944,-.0829,.291,.0088,-.0706,-.0129,-.00724,.212,.292,.333,.244
11,2022,1,28,.239,.282,.989,-.0428,.34,.112,.0588,.158,.168,.301,.293,.286,.311
11,2022,2,4,-.0305,.19,.558,-.243,.302,-.195,-.212,-.0783,-.0652,-.0257,-.00215,-.0302,.14
11,2022,2,11,.107,.313,.695,-.201,.41,.0815,.0941,.0999,.1,.123,.135,.0931,.313
11,2022,2,18,-.122,-.0878,.133,-.357,.116,-.113,-.0353,-.0741,-.0779,-.125,-.134,-.178,.0208
11,2022,2,25,.137,.313,.449,-.137,.245,.18,.247,.0873,.0715,.136,.166,.161,.23
11,2022,3,4,.00835,.103,.271,-.233,.26,.33,.765,.294,.248,-.00809,-.0149,-.0817,.234
11,2022,3,11,.183,.399,.47,.00304,.492,.168,.0941,.135,.139,.195,.206,.143,.465
11,2022,3,18,.0908,.159,.312,-.248,.157,.595,.541,.311,.288,.111,.0822,.0291,.248
12,2021,3,26,.397,.,.,.,.,.,1.01,.659,.626,.434,.25,.142,.0509
12,2021,4,2,.332,.,.,.,.,.,.869,.58,.553,.433,.208,.0668,-.015
12,2021,4,9,.16,.,.,.,.,.,.569,.368,.35,.208,.042,-.0438,-.176
12,2021,4,16,.435,.,.,.,.,.,.97,.69,.664,.438,.296,.215,.135
12,2021,4,23,.374,.,.,.,.,.,.921,.611,.582,.402,.226,.071,.184
12,2021,4,30,.494,.,.,.,.,.,.753,.683,.676,.566,.392,.249,.321
12,2021,5,7,.548,.,.,.,.,.,.655,.593,.588,.77,.545,.389,.368
12,2021,5,14,.743,.,.,.,.,.,1.06,.963,.954,.849,.598,.393,.486
12,2021,5,21,.219,.,.,.,.,.,.758,.441,.411,.259,.0891,-.0165,-.0806
12,2021,5,28,.368,.,.,.,.,.,.523,.466,.461,.474,.324,.235,.16
12,2021,6,4,.479,.,.,.,.,.,.849,.686,.67,.456,.341,.306,.12
12,2021,6,11,.296,.,.,.,.,.,.575,.492,.484,.296,.18,.135,-.0114
12,2021,6,18,.593,.,.,.,.,.,.738,1.07,1.1,.507,.308,.231,-.0273
12,2021,6,25,.0774,.,.,.,.,.,.237,.149,.141,.142,.038,.0199,-.203
12,2021,7,2,.142,.,.,.,.,.,.422,.23,.213,.221,.0954,.0385,-.0932
12,2021,7,9,-.028,.,.,.,.,.,.308,.0599,.0367,-.00551,-.0818,-.114,-.203
12,2021,7,16,.275,.,.,.,.,.,1.11,.443,.38,.347,.193,.0495,.181
12,2021,7,23,.277,.,.,.,.,.,.684,.368,.338,.355,.226,.198,-.0556
12,2021,7,30,.103,.,.,.,.,.,.993,.179,.102,.172,.0664,.0424,-.159
12,2021,8,6,.204,.,.,.,.,.,.974,.331,.271,.281,.142,.0994,-.128
12,2021,8,13,.0766,.,.,.,.,.,.386,.217,.201,.0878,-.00132,-.00503,-.241
12,2021,8,20,.0767,.,.,.,.,.,.476,.186,.159,.0835,-.000249,-.025,-.164
12,2021,8,27,.166,.,.,.,.,.,.282,.257,.254,.225,.102,.0506,-.0978
12,2021,9,3,-.0279,.,.,.,.,.,.185,.0754,.0652,-.0176,-.101,-.122,-.276
12,2021,9,10,.134,.,.,.,.,.,.384,.317,.311,.192,.0326,-.0977,-.0361
12,2021,9,17,.0866,.,.,.,.,.,.352,.178,.162,.11,.00591,-.0488,-.127
12,2021,9,24,.0731,.0428,.107,-.15,-.122,.00273,.254,.212,.208,.0619,-.0257,-.0305,-.258
12,2021,10,1,-.0506,-.0781,.0653,-.297,-.115,-.0999,.13,.0101,-.00114,-.0724,-.101,-.116,-.137
12,2021,10,8,.212,.129,.314,-.048,.246,.272,.518,.306,.286,.256,.158,.109,.0228
12,2021,10,15,.161,.314,.308,-.105,.0345,.205,.438,.271,.255,.189,.0863,.0578,-.119
12,2021,10,22,.109,.361,.242,-.181,.0369,-.00366,.263,.229,.226,.144,.0322,-.0208,-.127
12,2021,10,29,.116,.227,.0873,-.084,.0117,.197,.52,.222,.194,.132,.0491,.0401,-.156
12,2021,11,5,.0624,-.0393,.194,-.151,-.0595,.18,.361,.194,.178,.0631,-.021,-.0375,-.209
12,2021,11,12,.353,.282,.386,.0679,.369,.427,.735,.462,.436,.417,.288,.197,.188
12,2021,11,19,.615,.501,.61,.188,.878,.719,1.05,.667,.631,.827,.598,.371,.613
12,2021,11,26,.199,.234,.177,.0665,.152,.345,.363,.245,.234,.201,.17,.164,.101
12,2021,12,3,.21,.131,.263,-.0831,.117,.536,.7,.342,.309,.205,.132,.0763,.0861
12,2021,12,10,.312,.228,.409,.029,.238,.524,.701,.446,.422,.355,.244,.197,.0709
12,2021,12,17,.5,.245,.575,.175,.462,.679,.918,.614,.585,.537,.441,.391,.314
12,2021,12,24,.406,.263,.512,.135,.407,.667,.845,.517,.486,.487,.349,.244,.265
12,2021,12,31,.185,-.0114,.174,-.0869,.175,.575,.564,.343,.322,.27,.108,-.0166,.0185
12,2022,1,7,.31,.0831,.188,-.0974,.393,.658,.976,.476,.429,.431,.229,.0879,.072
12,2022,1,14,.382,.584,.563,.162,.282,.269,.643,.406,.384,.422,.356,.365,.148
12,2022,1,21,.608,.491,.701,.277,.586,.686,.798,.67,.658,.744,.587,.512,.361
12,2022,1,28,.569,.582,.719,.319,.562,.572,.656,.551,.541,.716,.582,.538,.332
12,2022,2,4,.726,.607,.738,.454,.887,1.26,1.41,.928,.883,.757,.609,.426,.727
12,2022,2,11,.792,.653,.852,.429,1.01,.943,1.35,.824,.776,1.01,.786,.63,.618
12,2022,2,18,.425,.51,.528,.137,.482,.644,.779,.499,.472,.493,.378,.295,.295
12,2022,2,25,.758,.695,.881,.374,.88,.91,1.11,.768,.736,.941,.757,.63,.609
12,2022,3,4,.874,.525,.918,.51,.952,1.44,1.5,.99,.941,.994,.81,.668,.708
12,2022,3,11,.737,.59,.77,.543,.82,.792,1.1,.784,.754,.836,.694,.606,.554
12,2022,3,18,.712,.639,.666,.327,.744,.901,1.1,.875,.854,.854,.631,.456,.515
13,2021,3,26,.585,.,.,.,.,.,.933,.964,.966,.47,.394,.319,.469
13,2021,4,2,.348,.,.,.,.,.,.636,.703,.709,.283,.183,.0906,.257
13,2021,4,9,.131,.,.,.,.,.,.402,.379,.377,.0845,-.0000739,-.0475,-.0553
13,2021,4,16,.448,.,.,.,.,.,.955,.854,.844,.37,.247,.188,.127
13,2021,4,23,.403,.,.,.,.,.,.599,.723,.735,.303,.235,.183,.244
13,2021,4,30,.554,.,.,.,.,.,.812,.795,.793,.509,.446,.366,.58
13,2021,5,7,.641,.,.,.,.,.,.683,.998,1.03,.662,.484,.343,.528
13,2021,5,14,.964,.,.,.,.,.,1.05,1.39,1.42,.804,.703,.567,.946
13,2021,5,21,.24,.,.,.,.,.,.231,.5,.524,.212,.115,.02,.211
13,2021,5,28,.69,.,.,.,.,.,.577,1.06,1.11,.614,.506,.414,.557
13,2021,6,4,.443,.,.,.,.,.,.607,.631,.633,.423,.333,.259,.368
