zcta,revenue_all_apr2020,revenue_all_jul2020
12304,-.712,-.551
12305,-.559,-.6
12306,-.422,-.289
12308,-.715,-.673
12309,-.53,.37
12401,-.55,-.0584
12412,-.625,.204
12413,-.261,-.19
12414,-.388,.117
12477,-.718,-.114
12484,-.185,.269
12498,-.358,.00968
12508,-.0263,-.0584
12518,-.371,-.208
12524,-.348,-.369
12525,-.798,-.294
12528,-.596,-.152
12533,-.391,-.51
12534,-.491,.11
12538,-.356,-.693
12540,-.124,.482
12545,-.419,.126
12546,-.412,-.183
12549,-.227,-.366
12550,-.466,-.595
12553,-.375,.115
12561,-.702,-.141
12563,-.762,-.17
12564,-.513,-.523
12572,-.64,-.774
12586,-.408,.102
12590,-.602,-.562
12592,-.519,-.41
12601,-.548,.0798
12603,-.242,-.141
12701,-.422,.102
12721,-.979,-.343
12754,-.275,-.367
12771,-.378,-.289
12790,-.735,-.0552
12801,-.591,-.0116
12803,-.256,-.318
12804,-.575,-.168
12831,-.066,-.37
12839,-.393,.945
12845,-.811,-.314
12866,-.408,-.288
12874,.,-.232
12885,-.102,.14
12901,-.536,-.125
12943,.,-.315
12946,-.104,1.37
12953,.,.61
12983,.189,.816
13021,-.709,-.0313
13027,-.404,-.174
13029,.,-.566
13031,-.676,-.265
13032,-.0847,.139
13035,-.68,-.158
13036,-.767,-.294
13037,-.27,.139
13039,-.565,-.102
13045,-.427,.167
13057,-.765,.0832
13066,-.755,.221
13069,-.457,.52
13088,-.67,-.358
13090,-.447,.678
13104,-.664,-.408
13126,-.37,.18
13142,-.181,.306
13148,-.646,-.706
13152,-.942,-.716
13159,-.464,.501
13166,-.223,1.47
13202,-.794,-.693
13203,-.206,.526
13204,-.536,-.342
13205,-.524,-.143
13206,-.602,-.125
13208,-.708,-.424
13209,-.648,.15
13210,-.224,.114
13211,-.446,-.0369
13212,-.678,.0924
13214,-.528,.47
13215,-.641,-.0561
13219,-.855,-.252
13224,-.448,.142
13290,.,.447
13304,.386,1.47
13316,-.183,.186
13323,-.473,-.0375
13326,-.979,-.899
13329,-.575,.163
13340,.386,1.47
13346,-.297,.0427
13350,-.925,-.316
13357,-.53,.734
13403,-.76,.154
13413,-.467,.275
13420,-.33,-.548
13421,-.199,-.0448
13440,-.447,.205
13460,-.0843,.109
13476,.135,.387
13480,-.386,-.0512
13492,-.659,-.425
13495,-.784,-.641
13501,-.176,.49
13502,-.523,-.382
13601,-.911,.0411
13617,-.367,.22
13619,.292,-.312
13662,-.73,-.631
13668,-.552,-.204
13669,-.491,.554
13676,-.604,-.51
13732,-.43,-.579
13748,-.284,.848
13760,-.492,-.182
13778,-.196,-.228
13790,-.741,-.285
13815,-.49,.0228
13820,-.462,-.15
13827,-.569,-.0436
13830,-.0274,-.114
13838,-.195,-.0492
13849,-.231,.0314
13850,-.505,-.0204
13901,-.729,-.027
13903,-.584,.0583
13904,-.1,.283
13905,-.463,-.226
14001,-.927,-.633
14006,.342,-.134
14009,.22,1.47
14013,-.105,.464
14020,-.689,-.159
14030,-.277,.286
14031,.,-.496
14043,-.642,-.529
14048,.,-.252
14051,-.967,-.623
14052,-.486,-.722
14063,-.394,-.194
14068,-.636,-.625
14072,-.485,-.524
14075,-.725,-.279
14081,.107,.435
14086,-.762,-.675
14092,-.186,.212
14094,-.395,-.233
14103,.386,1.47
14111,-.521,-.117
14120,-.547,-.194
14127,-.67,-.37
14141,-.272,-.129
14150,-.654,-.322
14201,-.874,-.237
14202,-.56,-.402
14203,-.105,-.201
14206,-.166,.359
14207,-.365,-.486
14209,-.509,-.693
14210,-.825,1.01
14211,-.68,.0779
14212,-.718,-.898
14213,-.26,.461
14214,-.574,-.343
14215,-.426,-.414
14216,-.863,-.566
14217,-.642,-.276
14218,-.35,.415
14219,-.639,-.389
14220,-.725,-.67
14221,-.365,-.272
14222,-.906,-.628
14223,-.582,-.497
14224,-.691,-.584
14225,-.754,-.288
14226,-.857,-.334
14227,-.24,-.193
14228,-.729,-.335
14301,-.713,-.572
14303,-.775,-.298
14304,-.629,-.214
14305,-.553,.199
14411,.,1.47
14414,-.546,-.531
14420,-.781,-.379
14424,-.688,-.682
14433,-.0636,.76
14437,-.241,-.276
14445,.,-.598
14450,-.924,-.74
14454,-.627,-.728
14456,-.771,-.155
14467,-.951,-.604
14468,-.735,-.628
14482,-.644,-.0437
14487,-.19,-.229
14502,-.0843,-.0533
14513,.,-.365
14519,-.356,-.2
14526,-.546,-.438
14534,-.273,-.144
14559,-.538,-.218
14564,-.777,-.581
14580,-.79,-.506
14604,-.979,-.474
14605,-.557,-.528
14606,-.653,-.259
14607,-.863,-.803
14608,-.43,-.583
14609,-.445,-.197
14610,.207,.0124
14611,-.573,-.0512
14613,-.299,-.0362
14614,-.764,-.265
14615,-.505,-.221
14616,-.576,.0338
14617,-.64,-.204
14618,-.952,-.437
14620,-.899,.296
14621,-.662,-.278
14622,-.534,-.547
14623,-.864,-.495
14624,-.478,-.535
14625,-.551,-.241
14626,-.833,-.281
14701,-.264,.156
14722,-.597,-.538
14727,-.649,.115
14731,-.743,.127
14760,-.2,.204
14779,-.0452,.593
14830,-.435,-.752
14843,-.396,-.266
14845,-.701,.186
14850,-.624,-.417
14870,-.665,-.453
14892,.386,.478
14901,-.395,.149
14903,-.674,-.616
14904,.0411,.157
15001,-.577,.248
15009,-.39,-.101
15010,-.163,.24
15012,-.804,-.502
15017,-.724,-.682
15022,-.466,.378
15024,-.577,-.37
15037,-.665,-.648
15044,-.719,-.467
15061,-.877,.331
15065,-.519,.553
15066,-.266,-.249
15068,-.222,.143
15071,-.355,.115
15084,-.699,-.126
15090,-.426,-.17
15101,-.615,.619
15102,-.541,-.361
15106,-.263,.114
15108,.368,-.0209
15120,-.623,-.163
15122,-.284,1.25
15131,-.681,.651
15132,-.315,.371
15136,-.567,-.165
15137,-.262,.965
15139,-.961,-.071
15143,-.781,.6
15146,-.763,.109
15147,-.488,.278
15201,-.736,-.616
15203,-.791,-.303
15205,-.788,.248
15206,-.389,-.644
15207,-.272,1.03
15210,-.258,1.21
15212,-.866,-.781
15213,-.342,-.131
15215,-.683,-.23
15216,-.562,-.42
15217,-.823,-.521
15218,-.699,-.377
15219,-.718,-.31
15220,-.458,.0311
15221,-.431,-.0459
15222,-.827,-.734
15223,-.717,.272
15224,-.405,.999
15227,-.431,-.306
15228,-.598,-.585
15229,-.679,-.391
15232,.,-.134
15234,-.457,-.164
15235,-.523,.27
15236,-.669,-.0733
15237,-.735,-.122
15238,-.767,-.342
15239,-.327,.515
15241,-.813,-.224
15301,-.415,.655
15317,-.502,.0999
15370,-.601,-.301
15401,-.498,.699
15478,-.104,1.47
15501,-.383,.2
15522,-.452,-.00795
15601,-.534,-.163
15613,-.0453,.338
15626,-.307,.729
15632,-.729,.113
15642,-.422,.311
15644,-.595,-.341
15650,-.445,-.349
15656,-.476,-.281
15658,-.365,.317
15666,-.448,-.703
15668,-.667,-.202
15670,.364,.699
15672,-.126,.00528
15690,-.318,.225
15697,-.49,-.266
15701,-.389,-.153
15717,-.529,-.26
15748,-.403,.281
15767,-.44,.477
15801,-.333,.041
15824,-.646,.228
15825,-.169,.624
15857,-.632,.0623
15901,-.669,-.251
15902,-.422,.918
15904,-.485,.249
15905,-.491,.146
15906,-.586,.692
15931,-.278,.453
15936,.22,.335
16001,-.38,.349
16002,.03,.641
16046,-.563,-.46
16055,.,.141
16063,.,.454
16066,-.467,-.285
16101,-.339,.332
16105,-.618,-.227
16117,-.268,.734
16125,-.733,.231
16127,-.103,-.141
16146,-.0696,.146
16148,-.696,.0732
16159,-.414,-.136
16201,-.418,-.672
16214,-.533,-.304
16226,-.358,-.559
16301,-.596,1.47
16323,-.23,1.47
16335,-.452,.435
16365,-.358,1.47
16412,.,-.227
16415,-.524,.574
16428,-.345,-.0415
16444,-.411,-.911
16501,-.374,-.507
16502,-.452,-.353
16503,-.544,-.148
16505,-.539,-.489
16506,-.412,-.233
16508,-.724,-.855
16509,-.809,.188
16510,-.537,-.884
16601,-.393,.39
16602,-.727,-.1
16635,-.316,.874
16648,-.385,.804
16652,-.605,.00395
16686,.356,1.13
16801,-.802,-.817
16803,-.405,.242
16823,-.383,.711
16830,-.71,-.169
17003,-.448,.279
17011,-.771,-.299
17013,-.451,-.0392
17015,-.703,-.291
17019,-.39,.203
17022,-.663,-.629
17025,.,-.398
17033,-.916,-.439
17036,-.612,-.757
17042,-.714,-.61
17043,-.621,-.387
17044,.386,1.47
17046,-.525,-.333
17050,-.65,-.255
17055,-.706,-.405
17057,-.677,-.274
17067,-.403,-.559
17070,-.477,.149
17074,.013,.434
17078,-.424,.279
17101,-.633,-.833
17102,-.358,-.646
17103,-.566,-.32
17104,-.726,-.452
17109,-.841,-.219
17110,-.518,-.0817
17111,-.676,.0468
17112,-.753,-.267
17120,.368,1.47
17201,-.587,.106
17202,-.565,.11
17225,-.146,-.148
17257,-.421,.0571
17268,-.419,-.207
17314,-.471,-.631
17315,-.5,-.103
17319,.0567,.321
17324,-.979,.463
17325,-.979,.649
17331,-.587,-.0594
17339,-.283,.782
17345,-.446,-.153
17350,-.512,.961
17356,-.706,-.00948
17361,-.771,-.34
17363,-.847,-.442
17364,-.00733,-.131
17368,-.711,.143
17401,-.394,.0699
17402,-.616,-.115
17403,-.657,-.285
17404,-.788,-.28
17406,-.676,-.273
17408,-.853,-.466
17501,-.573,.45
17512,-.55,-.399
17517,-.198,-.0712
17519,.141,-.0308
17520,-.746,-.208
17522,-.415,-.118
17529,-.568,.0817
17535,-.175,-.144
17538,-.826,-.583
17540,-.398,-.189
17543,-.52,-.2
17545,-.789,-.493
17552,-.272,.0923
17554,-.763,.125
17555,-.371,-.363
17557,-.239,.32
17562,-.424,.0492
17566,-.269,.986
17569,.386,.512
17578,-.06,-.112
17579,-.817,-.0856
17584,-.25,.0855
17601,-.4,-.0337
17602,-.588,-.178
17603,-.781,-.333
17701,-.49,-.211
17745,-.232,1.11
17751,-.335,.709
17756,.,-.0224
17801,-.54,-.724
17815,-.452,-.242
17821,-.676,-.113
17824,.,-.48
17830,-.392,-.384
17837,-.72,.0356
17842,-.515,-.752
17844,-.463,.27
17857,.161,-.527
17866,.351,.567
17870,-.702,.387
17872,-.419,.518
17901,-.406,-.0692
17929,-.722,-.0112
17961,-.45,.668
17963,-.43,.488
17972,-.35,-.438
18015,-.578,.132
18017,-.451,.413
18018,-.646,-.0856
18020,-.752,-.399
18032,-.118,.129
18034,-.433,.492
18036,-.26,.102
18040,-.775,-.0911
18042,-.654,-.142
18045,-.683,.191
18049,-.679,.541
18052,-.661,.417
18055,-.55,-.492
18062,-.273,.27
18064,-.232,-.044
18066,-.778,-.266
18067,-.692,-.274
18069,-.328,-.07
18071,.,.525
18073,-.376,-.191
18088,.108,.395
18101,-.502,-.282
18102,-.279,.327
18103,-.764,.275
18104,-.508,-.116
18106,-.317,.128
18109,-.246,-.157
18201,-.413,.393
18202,-.512,.0762
18222,-.422,.698
18229,-.651,.185
18235,-.427,.73
18301,-.923,.24
18302,-.737,.253
18322,-.527,.462
18336,-.979,-.209
18337,-.879,.459
18344,-.979,.234
18354,-.893,.301
18357,-.979,.291
18360,-.897,.0293
18370,-.717,.012
18371,.,.0032
18403,-.714,.245
18407,-.411,.0637
18411,-.721,.178
18414,-.141,.503
18424,-.509,.101
18431,-.516,.582
18434,-.452,-.069
18437,.,1.27
18444,-.556,.496
18447,-.481,-.115
18452,-.295,.919
18458,-.415,.316
18466,.,.959
18503,-.485,-.372
18504,-.418,.758
18505,-.55,.156
18507,-.545,-.412
18508,-.748,-.244
18509,-.58,.0241
18510,-.585,-.00608
18512,-.349,-.0677
18517,-.000833,.132
18518,-.476,-.244
18519,-.697,-.0147
18603,-.539,-.329
18610,-.712,.734
18612,-.586,.0393
18634,-.0448,.989
18635,-.372,.212
18640,-.49,-.225
18644,.,-.144
18651,-.738,.157
18657,-.0423,1.11
18701,-.657,.0298
18702,-.335,1.06
18704,-.65,.273
18705,-.529,-.221
18706,-.545,.0074
18707,-.8,.28
18708,-.136,-.0859
18709,.,.681
18801,-.247,-.148
18826,.,-.872
18840,-.449,-.125
18848,-.299,.0498
18853,.212,.442
18901,-.636,-.424
18902,.108,.635
18914,-.45,.00362
18915,-.769,-.253
18917,-.461,-.0339
18936,-.818,-.13
18938,-.818,-.523
18940,-.343,.362
18942,-.471,.239
18944,-.254,.563
18947,-.25,.976
18951,-.421,.45
18954,-.341,-.31
18960,-.255,-.179
18964,-.301,.225
18966,-.287,-.0177
18969,-.0105,.273
18974,-.187,-.0207
18976,-.462,-.449
19001,-.892,-.0155
19002,-.785,-.544
19003,-.979,-.84
19004,-.644,-.0202
19006,-.777,-.549
19007,-.385,-.194
19008,-.732,-.527
19010,-.814,-.627
19013,-.52,.248
19014,-.426,-.372
19015,-.421,.631
19018,-.581,-.533
19020,-.532,.0913
19021,-.335,.155
19022,-.361,.743
19023,-.281,.875
19025,-.764,-.303
19026,-.575,-.281
19027,-.619,-.103
19030,-.514,-.414
19031,-.849,-.446
19033,-.763,-.523
19034,-.648,-.181
19038,-.512,-.022
19040,-.544,-.341
19041,-.907,.45
19044,-.305,-.267
19046,-.711,-.0813
19047,-.636,-.335
19050,-.494,-.0582
19053,-.645,-.454
19054,-.184,-.254
19056,-.35,-.196
19057,-.647,-.289
19061,-.267,-.419
19063,-.539,.125
19064,-.683,.319
19066,.386,-.597
19067,-.614,-.176
19072,-.477,.0251
19078,.068,.102
19082,-.678,-.363
19083,-.54,-.347
19087,-.303,.0311
19090,-.753,.0689
19094,-.873,-.182
19095,-.979,.19
19096,-.79,-.326
19102,-.712,-.566
19103,-.851,-.514
19104,-.487,.474
19106,-.748,-.296
19107,-.79,-.316
19111,-.358,.313
19114,-.688,.278
19115,-.626,.807
19116,-.869,-.0315
19118,-.766,.616
19120,-.39,.408
19121,-.193,.943
19122,-.549,.0621
19123,-.79,-.126
19124,-.834,.835
19125,-.8,-.227
19127,-.773,-.571
19128,-.71,-.209
19129,-.0233,.977
19130,-.839,-.211
19131,-.78,-.229
19132,-.511,.283
19134,-.57,.42
19135,-.0802,.237
19136,-.61,.252
19137,.,.233
19139,-.747,.23
19140,-.37,.174
19141,-.537,.337
19142,-.296,.635
19143,-.497,.118
19144,-.26,.398
19145,-.702,.0432
19146,-.909,-.236
19147,-.736,.0217
19148,-.469,-.0233
19149,-.717,.817
19151,-.6,.0341
19152,-.726,-.0526
19154,-.634,1.47
19301,-.803,-.44
19311,-.261,-.032
19312,-.816,.044
19317,-.812,-.633
19320,-.266,-.233
19333,-.699,-.319
19335,-.457,-.379
19341,-.791,-.679
19342,-.816,.00482
19344,-.607,-.153
19348,-.601,-.308
19350,-.45,-.177
19352,-.581,-.285
19355,-.673,.678
19363,-.623,-.337
19374,-.483,-.0885
19380,-.58,-.545
19382,-.506,-.0818
19383,-.844,-.587
19390,-.552,-.296
19401,-.498,-.199
19403,-.529,1.01
19405,-.623,-.175
19406,-.477,-.114
19422,-.472,-.59
19425,-.491,-.911
19426,-.587,.0393
19428,-.541,-.291
19436,-.945,-.635
19438,-.91,.251
19440,-.707,-.507
19446,-.466,.0895
19454,.171,1.47
19460,-.404,-.289
19462,-.927,-.711
19464,-.73,-.0059
19465,.,-.36
19468,-.56,-.307
19475,-.628,-.6
19503,-.242,.571
19505,-.718,-.269
19506,-.622,.22
19508,-.309,-.134
19512,-.502,-.158
19518,-.595,.00703
19520,-.215,-.374
19525,-.578,.329
19526,-.325,.0195
19530,-.328,.161
19533,-.713,-.407
19540,-.649,.0438
19543,-.484,.135
19555,-.813,.493
19560,-.667,1.12
19565,-.459,-.0861
19567,.386,1.47
19601,-.591,.166
19602,-.697,.312
19604,.12,.209
19605,-.435,.21
19606,-.653,-.0946
19607,-.458,.253
19608,-.628,.134
19609,-.733,-.366
19610,-.768,-.105
19611,-.617,-.292
19701,-.572,-.383
19702,-.779,-.114
19703,-.47,-.357
19707,.246,.178
19709,-.882,-.911
19711,-.604,-.692
19713,-.578,-.528
19720,-.586,-.676
19801,-.164,-.354
19802,-.654,.375
19803,-.813,-.718
19804,.039,.806
19805,-.401,-.188
19806,-.283,-.484
19807,-.863,-.09
19808,-.58,-.75
19809,-.77,-.742
19810,-.695,-.642
19901,-.772,-.36
19904,-.371,-.21
19933,-.257,.071
19934,-.406,-.459
19939,-.554,-.0743
19940,-.637,.144
19943,-.782,-.68
19945,-.059,.251
19947,-.327,.00125
19952,-.414,-.247
19956,-.639,-.235
19958,-.311,-.0136
19963,-.492,-.346
19966,-.571,-.157
19968,-.351,-.0907
19970,-.41,-.525
19971,-.761,-.499
19973,-.208,.0844
19975,-.221,.313
19977,-.692,-.537
20001,-.776,-.886
20002,-.297,-.343
20003,-.474,-.573
20004,-.844,-.911
20005,-.979,-.431
20006,-.62,-.394
20007,-.652,-.745
20008,-.715,-.702
20009,-.508,-.662
20010,-.368,-.457
20011,-.198,-.28
20012,-.269,-.0686
20015,-.103,-.647
20016,-.496,-.516
20017,.,-.354
20018,-.51,-.755
20019,-.376,-.262
20024,-.764,-.771
20032,-.368,-.14
20036,-.979,-.319
20037,-.463,-.48
20045,-.775,.
20064,-.122,.0117
20105,-.607,.05
20109,-.302,-.31
20110,-.366,.0279
20112,-.648,-.782
20115,-.371,-.336
20117,.,-.206
20120,-.375,-.483
20121,-.6,-.567
20124,-.379,-.0798
20132,-.557,-.107
20136,.145,.316
20147,-.52,-.109
20148,-.158,-.0904
20151,-.447,-.174
20152,-.435,-.141
20155,-.435,-.471
20164,-.456,.101
20165,-.151,.0416
20166,-.434,-.394
20169,-.36,-.265
20170,-.264,-.268
20171,-.714,-.832
20175,-.42,-.419
20176,-.33,-.364
20180,-.342,-.0976
20186,-.445,-.0899
20187,-.292,.216
20190,-.375,-.548
20191,-.448,-.208
20194,-.258,.0599
20601,-.542,-.325
20602,-.592,.486
20603,-.976,-.203
20607,-.464,.0352
20613,-.706,-.911
20619,-.556,.18
20636,-.356,.593
20639,-.0935,.32
20646,-.242,.151
20650,-.162,-.0261
20653,-.338,.289
20678,-.498,-.124
20689,-.305,-.257
20701,-.795,-.686
20705,-.436,-.393
20706,-.425,-.32
20707,-.271,-.21
20708,-.672,-.787
20710,-.348,-.327
20715,-.316,-.0138
20716,-.586,-.118
20720,.,-.629
20723,-.496,.48
20724,-.582,.632
20735,-.489,-.00245
20736,-.125,.816
20737,-.333,-.355
20740,-.73,-.71
20743,-.366,-.549
20744,-.356,-.148
20745,-.288,.063
20746,-.389,-.36
20747,-.316,-.176
20748,-.496,-.21
20754,-.538,.42
20759,-.552,-.456
20763,-.783,-.911
20769,-.528,-.323
20770,-.625,-.518
20772,-.506,-.475
20774,-.286,-.399
20777,.,-.005
20779,.0579,.151
20781,-.613,-.746
20782,-.921,-.229
20783,-.427,-.189
20784,-.436,-.428
20785,-.458,-.48
20794,-.455,.698
20814,-.979,-.735
20815,-.783,-.555
20817,-.855,-.911
20832,-.62,-.523
20837,-.172,-.501
20850,-.171,.259
20852,-.397,-.337
20854,.027,-.647
20855,-.53,-.84
20871,-.346,-.581
20872,-.581,-.321
20874,-.538,-.73
20876,-.483,-.911
20877,-.515,-.389
20878,-.514,-.855
20879,-.644,-.752
20886,-.373,-.313
20895,-.625,-.63
20901,-.603,-.911
20902,-.732,-.564
20903,-.0216,-.2
20904,-.728,-.234
20905,-.718,-.834
20906,-.698,-.167
20910,-.446,-.4
20912,-.622,-.731
21001,-.63,-.288
21009,.,-.384
21012,-.555,-.342
21013,-.17,.802
21014,-.813,-.414
21015,-.727,-.231
21028,-.593,-.0856
21029,-.292,-.407
21030,-.543,-.446
21031,-.182,.136
21037,-.402,-.266
21040,-.642,-.143
21042,-.83,-.628
21043,-.36,-.431
21044,-.327,-.00733
21045,-.705,-.353
21046,-.187,.0641
21047,-.583,-.0279
21048,.,.624
21050,-.537,.0739
21054,-.592,-.0305
21060,-.583,-.571
21061,-.378,.106
21074,-.388,-.131
21075,-.537,-.368
21076,-.714,.0433
21077,-.338,.00323
21078,-.577,.148
21084,.0263,.182
21085,-.835,-.712
21087,-.933,-.212
21090,-.505,-.0845
21093,-.693,-.181
21102,-.258,-.302
21108,-.323,.0102
21111,-.054,.106
21113,-.475,.009
21114,-.416,-.00232
21117,-.549,-.45
21122,-.451,.0317
21133,-.442,-.284
21136,-.644,-.468
21140,.,-.323
21144,-.222,.198
21146,-.27,-.136
21152,.386,1.3
21154,-.19,.743
21157,-.371,.0723
21158,-.6,-.279
21162,-.43,.498
21201,-.373,.0361
21202,-.584,-.222
21204,-.315,-.393
21205,-.909,-.576
21206,-.591,-.525
21207,-.372,-.24
21208,-.761,.444
21209,-.622,-.755
21210,-.711,-.318
21211,-.326,.272
21212,-.588,-.454
21213,-.314,.0421
21214,-.477,-.0348
21215,-.692,-.289
21216,.275,-.413
21218,-.778,-.645
21220,-.0679,.188
21221,-.378,-.331
21222,-.319,-.457
21223,-.306,-.28
21224,-.707,-.417
21225,-.149,.293
21226,-.752,-.471
21227,-.269,.418
21228,-.529,-.217
21229,-.446,-.101
21230,-.735,-.513
21231,-.909,-.607
21234,-.695,-.438
21236,-.593,.0362
21237,-.562,-.252
21244,-.838,-.739
21286,-.239,.125
21401,-.554,-.35
21402,-.829,-.911
21403,-.677,-.353
21502,-.45,.454
21530,.,.409
21532,-.405,.496
21536,-.269,-.127
21550,-.213,-.211
21601,-.657,-.179
21613,-.892,-.911
21619,-.556,.484
21620,-.148,.339
21629,-.651,-.0978
21638,-.278,1.47
21639,-.114,.371
21643,-.124,.944
21658,-.979,-.647
21663,.,-.343
21666,-.578,-.452
21701,-.59,-.0897
21702,-.411,-.177
21703,-.741,.0847
21704,-.415,-.165
21713,-.548,-.384
21716,-.709,.176
21737,-.404,-.345
21740,-.531,.152
21742,-.467,-.433
21754,-.401,.0671
21769,-.193,.183
21771,-.423,-.136
21774,-.625,-.207
21784,-.268,.234
21787,.,.905
21795,.0432,-.193
21797,.186,.194
21801,-.478,.0575
21802,-.0257,-.53
21804,-.555,-.291
21811,-.386,-.131
21842,-.872,-.143
21850,-.252,-.514
21851,-.389,.541
21901,-.413,.311
21903,.129,-.0035
21911,-.441,-.125
21915,-.846,-.365
21921,-.583,-.0015
22003,-.581,-.268
22015,-.712,-.283
22026,-.638,.0218
22031,-.318,-.33
22032,-.676,-.611
22033,-.114,.224
22039,.,-.207
22041,-.587,-.403
22042,-.475,-.594
22043,-.762,.161
22044,-.597,-.27
22046,-.584,-.483
22066,.386,-.248
22079,-.391,.11
22101,-.7,-.303
22102,-.686,-.658
22124,-.594,-.387
22134,-.582,-.571
22150,-.614,-.615
22151,-.305,-.283
22152,-.581,-.435
22153,-.462,-.62
22180,-.375,-.456
22182,-.125,.403
22191,-.462,-.294
22192,-.698,-.282
22193,-.65,-.253
22201,-.72,-.659
22202,-.664,-.399
22203,-.65,-.5
22204,-.482,.243
22205,-.217,-.559
22206,.386,.592
22207,-.42,.0533
22209,-.437,-.284
22213,-.195,.00446
22301,-.271,-.0497
22302,-.403,-.135
22304,-.271,-.0205
22305,-.608,-.445
22306,-.625,-.512
22307,-.262,-.318
22309,-.401,-.248
22310,-.525,-.0198
22311,-.515,-.186
22312,-.326,-.704
22314,-.5,-.0643
22315,-.785,-.904
22401,-.573,-.172
22405,-.432,-.0977
22406,-.458,-.15
22407,-.597,-.118
22408,-.468,-.13
22485,-.466,.737
22508,.0063,-.455
22546,-.226,.548
22553,.0548,-.195
22554,-.305,-.125
22556,.0884,.116
22601,-.497,-.196
22602,-.345,-.0822
22603,-.194,-.202
22611,.0647,-.452
22645,-.405,-.307
22655,-.361,-.181
22657,-.454,-.479
22664,-.4,-.428
22701,-.36,.313
22727,-.012,1.47
22801,-.558,-.163
22802,-.334,.211
22815,-.309,-.293
22827,-.435,-.73
22835,-.765,-.366
22901,-.48,-.372
22911,-.543,.0872
22920,.386,.0145
22932,.272,.155
22939,.0135,-.0953
22958,.386,-.498
22959,-.402,-.135
22960,-.283,.171
22967,.,-.236
22968,-.339,-.457
22973,-.381,.0726
22980,-.678,.156
23002,-.185,-.638
23005,-.314,-.163
23059,-.412,.0453
23060,-.626,-.453
23061,-.601,.0493
23072,-.366,-.172
23093,-.24,.519
23103,-.805,1.31
23111,-.476,-.163
23112,-.437,-.241
23113,-.69,-.547
23114,-.888,-.101
23116,-.632,-.456
23117,.386,1.47
23120,-.63,-.349
23129,-.169,.962
23140,-.167,.143
23141,-.058,-.277
23146,-.979,.306
23150,-.752,-.529
23173,-.697,-.766
23185,-.69,-.197
23188,-.567,.00405
23219,-.568,-.121
23220,-.224,.0555
23221,-.774,-.424
23222,-.272,.739
23223,-.221,.699
23224,-.415,-.0478
23225,-.613,-.328
23226,-.622,-.353
23227,-.129,-.298
23228,-.384,-.531
23229,-.779,-.527
23230,-.464,-.611
23231,-.54,.243
23233,-.631,-.641
23234,-.515,-.0775
23235,-.496,-.247
23236,-.533,-.181
23237,-.291,.061
23238,-.535,-.516
23250,-.979,-.911
23294,-.433,-.261
23310,.386,.255
23314,-.304,-.109
23320,-.304,-.00998
23321,-.578,-.752
23322,-.277,-.411
23323,-.231,-.554
23324,.0477,-.562
23325,-.373,-.911
23350,.386,-.131
23417,.386,.00825
23418,-.285,.0792
23430,-.389,-.205
23434,-.412,-.112
23435,-.642,-.652
23451,-.781,-.397
